|note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
2792|"⊙ Ara mateix, ⊙ell/ella/vostè {{c1::yerra | erra::…errar…}} (en decir que no)"| ends_in_ar errar in_the_wild irregular_form irregular_verb low_irregularity presente refrán él_ella_usted |errar|errar|3|S|I|P|0|"⊙ Ahora mismo, ⊙él/ella/usted {{c1::yerra | erra::…errar…}} (en decir que no)"|erra|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (en decir que no)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::erra::…errar…}} (en decir que no)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè errar 
2793|⊙ Ara mateix, ⊙nosaltres {{c1::erramos::…errar…}} (en decir que no)| ends_in_ar errar irregular_verb low_irregularity nosotros presente regular_form |errar|errar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::erramos::…errar…}} (en decir que no)|errem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (en decir que no)|⊙ Ara mateix, ⊙nosaltres {{c1::errem::…errar…}} (en decir que no)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres errar 
2794|⊙ Ara mateix, ⊙vosaltres {{c1::erráis::…errar…}} (en decir que no)| ends_in_ar errar irregular_verb low_irregularity presente regular_form vosotros |errar|errar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::erráis::…errar…}} (en decir que no)|erreu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (en decir que no)|⊙ Ara mateix, ⊙vosaltres {{c1::erreu::…errar…}} (en decir que no)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres errar 
2795|"⊙ Ara mateix, ⊙ells/elles/vostès {{c1::yerran | erran::…errar…}} (en decir que no)"| ellos_ellas_ustedes ends_in_ar errar irregular_form irregular_verb low_irregularity presente |errar|errar|3|P|I|P|0|"⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::yerran | erran::…errar…}} (en decir que no)"|erren|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (en decir que no)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::erren::…errar…}} (en decir que no)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès errar 
2839|⊙ Ara mateix, ⊙jo {{c1::engullo::…engullir…}} (plàtans)| ends_in_ir engullir presente regular_form regular_verb yo |engullir|engolir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::engullo::…engullir…}} (plátanos)|engoleixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (plàtans)|⊙ Ara mateix, ⊙jo {{c1::engoleixo::…engolir…}} (plàtans)|present|indicatiu|-ir|jo| present indicatiu -ir jo engolir 
2840|⊙ Ara mateix, ⊙tu {{c1::engulles::…engullir…}} (plàtans)| ends_in_ir engullir presente regular_form regular_verb tú tú_vos |engullir|engolir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::engulles::…engullir…}} (plátanos)|engoleixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (plàtans)|⊙ Ara mateix, ⊙tu {{c1::engoleixes::…engolir…}} (plàtans)|present|indicatiu|-ir|tu| present indicatiu -ir tu engolir 
2841|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::engulle::…engullir…}} (plàtans)| ends_in_ir engullir presente regular_form regular_verb él_ella_usted |engullir|engolir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::engulle::…engullir…}} (plátanos)|engoleix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (plàtans)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::engoleix::…engolir…}} (plàtans)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè engolir 
2842|⊙ Ara mateix, ⊙nosaltres {{c1::engullimos::…engullir…}} (plàtans)| ends_in_ir engullir nosotros presente regular_form regular_verb |engullir|engolir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::engullimos::…engullir…}} (plátanos)|engolim|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (plàtans)|⊙ Ara mateix, ⊙nosaltres {{c1::engolim::…engolir…}} (plàtans)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres engolir 
2843|⊙ Ara mateix, ⊙vosaltres {{c1::engullís::…engullir…}} (plàtans)| ends_in_ir engullir presente regular_form regular_verb vosotros |engullir|engolir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::engullís::…engullir…}} (plátanos)|engoliu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (plàtans)|⊙ Ara mateix, ⊙vosaltres {{c1::engoliu::…engolir…}} (plàtans)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres engolir 
2844|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::engullen::…engullir…}} (plàtans)| ellos_ellas_ustedes ends_in_ir engullir presente regular_form regular_verb |engullir|engolir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::engullen::…engullir…}} (plátanos)|engoleixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (plàtans)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::engoleixen::…engolir…}} (plàtans)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès engolir 
2888|⊙ Ara mateix, ⊙jo {{c1::discierno::…discernir…}} (una cosa de l'altra)| discernir ends_in_ir irregular_form irregular_verb low_irregularity presente yo |discernir|discernir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::discierno::…discernir…}} (una cosa de la otra)|discerneixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (una cosa de l'altra)|⊙ Ara mateix, ⊙jo {{c1::discerneixo::…discernir…}} (una cosa de l'altra)|present|indicatiu|-ir|jo| present indicatiu -ir jo discernir 
2889|⊙ Ara mateix, ⊙tu {{c1::disciernes::…discernir…}} (una cosa de l'altra)| discernir ends_in_ir irregular_form irregular_verb low_irregularity presente tú tú_vos |discernir|discernir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::disciernes::…discernir…}} (una cosa de la otra)|discerneixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (una cosa de l'altra)|⊙ Ara mateix, ⊙tu {{c1::discerneixes::…discernir…}} (una cosa de l'altra)|present|indicatiu|-ir|tu| present indicatiu -ir tu discernir 
2890|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::discierne::…discernir…}} (una cosa de l'altra)| discernir ends_in_ir irregular_form irregular_verb low_irregularity presente él_ella_usted |discernir|discernir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::discierne::…discernir…}} (una cosa de la otra)|discerneix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (una cosa de l'altra)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::discerneix::…discernir…}} (una cosa de l'altra)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè discernir 
2891|⊙ Ara mateix, ⊙nosaltres {{c1::discernimos::…discernir…}} (una cosa de l'altra)| discernir ends_in_ir irregular_verb low_irregularity nosotros presente regular_form |discernir|discernir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::discernimos::…discernir…}} (una cosa de la otra)|discernim|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (una cosa de l'altra)|⊙ Ara mateix, ⊙nosaltres {{c1::discernim::…discernir…}} (una cosa de l'altra)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres discernir 
2892|⊙ Ara mateix, ⊙vosaltres {{c1::discernís::…discernir…}} (una cosa de l'altra)| discernir ends_in_ir irregular_verb low_irregularity presente regular_form vosotros |discernir|discernir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::discernís::…discernir…}} (una cosa de la otra)|discerniu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (una cosa de l'altra)|⊙ Ara mateix, ⊙vosaltres {{c1::discerniu::…discernir…}} (una cosa de l'altra)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres discernir 
2893|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::disciernen::…discernir…}} (una cosa de l'altra)| discernir ellos_ellas_ustedes ends_in_ir irregular_form irregular_verb low_irregularity presente |discernir|discernir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::disciernen::…discernir…}} (una cosa de la otra)|discerneixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (una cosa de l'altra)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::discerneixen::…discernir…}} (una cosa de l'altra)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès discernir 
2937|⊙ Ara mateix, ⊙jo {{c1::me endeudo::…endeudarse…}} | endeudarse ends_in_ar presente pronominal regular_form regular_verb yo |endeudarse|endeutar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::me endeudo::…endeudarse…}} |endeuto|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | |⊙ Ara mateix, ⊙jo {{c1::endeuto::…endeutar…}} |present|indicatiu|-ar|jo| present indicatiu -ar jo endeutar 
2938|⊙ Ara mateix, ⊙tu {{c1::te endeudas::…endeudarse…}} | endeudarse ends_in_ar presente pronominal regular_form regular_verb tú tú_vos |endeudarse|endeutar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::te endeudas::…endeudarse…}} |endeutes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | |⊙ Ara mateix, ⊙tu {{c1::endeutes::…endeutar…}} |present|indicatiu|-ar|tu| present indicatiu -ar tu endeutar 
2939|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::se endeuda::…endeudarse…}} | endeudarse ends_in_ar presente pronominal regular_form regular_verb él_ella_usted |endeudarse|endeutar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::se endeuda::…endeudarse…}} |endeuta|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | |⊙ Ara mateix, ⊙ell/ella/vostè {{c1::endeuta::…endeutar…}} |present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè endeutar 
2940|⊙ Ara mateix, ⊙nosaltres {{c1::nos endeudamos::…endeudarse…}} | endeudarse ends_in_ar nosotros presente pronominal regular_form regular_verb |endeudarse|endeutar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::nos endeudamos::…endeudarse…}} |endeutem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | |⊙ Ara mateix, ⊙nosaltres {{c1::endeutem::…endeutar…}} |present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres endeutar 
2941|⊙ Ara mateix, ⊙vosaltres {{c1::os endeudáis::…endeudarse…}} | endeudarse ends_in_ar presente pronominal regular_form regular_verb vosotros |endeudarse|endeutar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::os endeudáis::…endeudarse…}} |endeuteu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | |⊙ Ara mateix, ⊙vosaltres {{c1::endeuteu::…endeutar…}} |present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres endeutar 
2942|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::se endeudan::…endeudarse…}} | ellos_ellas_ustedes endeudarse ends_in_ar presente pronominal regular_form regular_verb |endeudarse|endeutar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::se endeudan::…endeudarse…}} |endeuten|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | |⊙ Ara mateix, ⊙ells/elles/vostès {{c1::endeuten::…endeutar…}} |present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès endeutar 
2986|⊙ Ara mateix, ⊙jo {{c1::delinco::…delinquir…}} (descaradament)| delinquir ends_in_ir presente regular_form regular_spelling_change regular_verb yo |delinquir|delinquir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::delinco::…delinquir…}} (descaradamente)|delinqueixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (descaradament)|⊙ Ara mateix, ⊙jo {{c1::delinqueixo::…delinquir…}} (descaradament)|present|indicatiu|-ir|jo| present indicatiu -ir jo delinquir 
2987|⊙ Ara mateix, ⊙tu {{c1::delinques::…delinquir…}} (descaradament)| delinquir ends_in_ir presente regular_form regular_verb tú tú_vos |delinquir|delinquir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::delinques::…delinquir…}} (descaradamente)|delinqueixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (descaradament)|⊙ Ara mateix, ⊙tu {{c1::delinqueixes::…delinquir…}} (descaradament)|present|indicatiu|-ir|tu| present indicatiu -ir tu delinquir 
2988|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::delinque::…delinquir…}} (descaradament)| delinquir ends_in_ir presente regular_form regular_verb él_ella_usted |delinquir|delinquir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::delinque::…delinquir…}} (descaradamente)|delinqueix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (descaradament)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::delinqueix::…delinquir…}} (descaradament)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè delinquir 
2989|⊙ Ara mateix, ⊙nosaltres {{c1::delinquimos::…delinquir…}} (descaradament)| delinquir ends_in_ir nosotros presente regular_form regular_verb |delinquir|delinquir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::delinquimos::…delinquir…}} (descaradamente)|delinquim|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (descaradament)|⊙ Ara mateix, ⊙nosaltres {{c1::delinquim::…delinquir…}} (descaradament)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres delinquir 
2990|⊙ Ara mateix, ⊙vosaltres {{c1::delinquís::…delinquir…}} (descaradament)| delinquir ends_in_ir presente regular_form regular_verb vosotros |delinquir|delinquir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::delinquís::…delinquir…}} (descaradamente)|delinquiu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (descaradament)|⊙ Ara mateix, ⊙vosaltres {{c1::delinquiu::…delinquir…}} (descaradament)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres delinquir 
2991|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::delinquen::…delinquir…}} (descaradament)| delinquir ellos_ellas_ustedes ends_in_ir presente regular_form regular_verb |delinquir|delinquir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::delinquen::…delinquir…}} (descaradamente)|delinqueixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (descaradament)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::delinqueixen::…delinquir…}} (descaradament)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès delinquir 
3035|"⊙ Ara mateix, ⊙jo {{c1::corroo | corroigo | corrojo::…corroer…}} (les últimes esperances d'en Joan)"| corroer ends_in_er irregular_form irregular_verb low_irregularity presente yo |corroer|corroure|1|S|I|P|0|"⊙ Ahora mismo, ⊙yo {{c1::corroo | corroigo | corroyo::…corroer…}} (las últimas esperanzas de Juan)"||||||||⊙ Ara mateix, ⊙jo | (les últimes esperances d'en Joan)||present|indicatiu|-re|jo| present indicatiu -re jo corroure 
3036|⊙ Ara mateix, ⊙tu {{c1::corroes::…corroer…}} (les últimes esperances d'en Joan)| corroer ends_in_er irregular_verb low_irregularity presente regular_form tú tú_vos |corroer|corroure|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::corroes::…corroer…}} (las últimas esperanzas de Juan)||||||||⊙ Ara mateix, ⊙tu | (les últimes esperances d'en Joan)||present|indicatiu|-re|tu| present indicatiu -re tu corroure 
3037|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::corroe::…corroer…}} (les últimes esperances d'en Joan)| corroer ends_in_er in_the_wild irregular_verb low_irregularity modismo presente regular_form él_ella_usted |corroer|corroure|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::corroe::…corroer…}} (las últimas esperanzas de Juan)||||||||⊙ Ara mateix, ⊙ell/ella/vostè | (les últimes esperances d'en Joan)||present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè corroure 
3038|⊙ Ara mateix, ⊙nosaltres {{c1::corroemos::…corroer…}} (les últimes esperances d'en Joan)| corroer ends_in_er irregular_verb low_irregularity nosotros presente regular_form |corroer|corroure|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::corroemos::…corroer…}} (las últimas esperanzas de Juan)||||||||⊙ Ara mateix, ⊙nosaltres | (les últimes esperances d'en Joan)||present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres corroure 
3039|⊙ Ara mateix, ⊙vosaltres {{c1::corroéis::…corroer…}} (les últimes esperances d'en Joan)| corroer ends_in_er irregular_verb low_irregularity presente regular_form vosotros |corroer|corroure|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::corroéis::…corroer…}} (las últimas esperanzas de Juan)||||||||⊙ Ara mateix, ⊙vosaltres | (les últimes esperances d'en Joan)||present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres corroure 
3040|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::corroen::…corroer…}} (les últimes esperances d'en Joan)| corroer ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity presente regular_form |corroer|corroure|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::corroen::…corroer…}} (las últimas esperanzas de Juan)||||||||⊙ Ara mateix, ⊙ells/elles/vostès | (les últimes esperances d'en Joan)||present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès corroure 
3084|"⊙ Ara mateix, ⊙jo {{c1::raigo | rajo::…raer…}} (nocions desgavellades de la ment del nen)"| ends_in_er irregular_form irregular_verb low_irregularity presente raer yo |raer|raer|1|S|I|P|0|"⊙ Ahora mismo, ⊙yo {{c1::raigo | rayo::…raer…}} (nociones descabelladas de la mente del niño)"||||||||⊙ Ara mateix, ⊙jo | (nocions desgavellades de la ment del nen)||present|indicatiu|-er|jo| present indicatiu -er jo raer 
3085|⊙ Ara mateix, ⊙tu {{c1::raes::…raer…}} (nocions desgavellades de la ment del nen)| ends_in_er irregular_verb low_irregularity presente raer regular_form tú tú_vos |raer|raer|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::raes::…raer…}} (nociones descabelladas de la mente del niño)||||||||⊙ Ara mateix, ⊙tu | (nocions desgavellades de la ment del nen)||present|indicatiu|-er|tu| present indicatiu -er tu raer 
3086|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::rae::…raer…}} (nocions desgavellades de la ment del nen)| ends_in_er irregular_verb low_irregularity presente raer regular_form él_ella_usted |raer|raer|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::rae::…raer…}} (nociones descabelladas de la mente del niño)||||||||⊙ Ara mateix, ⊙ell/ella/vostè | (nocions desgavellades de la ment del nen)||present|indicatiu|-er|ell/ella/vostè| present indicatiu -er ell/ella/vostè raer 
3087|⊙ Ara mateix, ⊙nosaltres {{c1::raemos::…raer…}} (nocions desgavellades de la ment del nen)| ends_in_er irregular_verb low_irregularity nosotros presente raer regular_form |raer|raer|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::raemos::…raer…}} (nociones descabelladas de la mente del niño)||||||||⊙ Ara mateix, ⊙nosaltres | (nocions desgavellades de la ment del nen)||present|indicatiu|-er|nosaltres| present indicatiu -er nosaltres raer 
3088|⊙ Ara mateix, ⊙vosaltres {{c1::raéis::…raer…}} (nocions desgavellades de la ment del nen)| ends_in_er irregular_verb low_irregularity presente raer regular_form vosotros |raer|raer|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::raéis::…raer…}} (nociones descabelladas de la mente del niño)||||||||⊙ Ara mateix, ⊙vosaltres | (nocions desgavellades de la ment del nen)||present|indicatiu|-er|vosaltres| present indicatiu -er vosaltres raer 
3089|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::raen::…raer…}} (nocions desgavellades de la ment del nen)| ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity presente raer regular_form |raer|raer|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::raen::…raer…}} (nociones descabelladas de la mente del niño)||||||||⊙ Ara mateix, ⊙ells/elles/vostès | (nocions desgavellades de la ment del nen)||present|indicatiu|-er|ells/elles/vostès| present indicatiu -er ells/elles/vostès raer 
3133|⊙ Ara mateix, ⊙jo {{c1::europeízo::…europeizar…}} (el gust del plat)| ends_in_ar europeizar irregular_form irregular_verb low_irregularity presente yo |europeizar|europeïtzar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::europeízo::…europeizar…}} (el sabor del plato)|europeïtzo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (el gust del plat)|⊙ Ara mateix, ⊙jo {{c1::europeïtzo::…europeïtzar…}} (el gust del plat)|present|indicatiu|-ar|jo| present indicatiu -ar jo europeïtzar 
3134|⊙ Ara mateix, ⊙tu {{c1::europeízas::…europeizar…}} (el gust del plat)| ends_in_ar europeizar irregular_form irregular_verb low_irregularity presente tú tú_vos |europeizar|europeïtzar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::europeízas::…europeizar…}} (el sabor del plato)|europeïtzes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (el gust del plat)|⊙ Ara mateix, ⊙tu {{c1::europeïtzes::…europeïtzar…}} (el gust del plat)|present|indicatiu|-ar|tu| present indicatiu -ar tu europeïtzar 
